,diapostagem,hora,nomeBike,precoBike,cidade,bairro,urlBike
95,23 nov,21:00,Rack Suporte de Teto Calha Transbike Aço Carbono p/ 1 Bicicleta,139.0,Curitiba, Mercês - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/rack-suporte-de-teto-calha-transbike-aco-carbono-p-1-bicicleta-960632145
96,23 nov,17:07,Bicicleta Caloi 21V off road Semi usada,350.0,Curitiba, Centro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-caloi-21v-off-road-semi-usada-960534957
97,23 nov,14:19,Bicicleta Praiera Quadro Caloi 10 Single linda pode Fazer Fixa,990.0,Curitiba, Água Verde - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-praiera-quadro-caloi-10-single-linda-pode-fazer-fixa-960420009
98,23 nov,12:02,Transbike Triz Trip para 2 Bikes Apoio Protetor Sedan Hath.,160.0,Curitiba, Jardim Botânico - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/transbike-triz-trip-para-2-bikes-apoio-protetor-sedan-hath-960344974
99,22 nov,16:11,Bicicleta Aro 29 Scotland 21 Vel Câmbios Shimano Freio a Disco e Suspensão,1699.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21-vel-cambios-shimano-freio-a-disco-e-suspensao-960001565
100,22 nov,16:07,Pedal Plataforma 9/16 Aluminio Bike Preto Mtb Bmx Promoção,45.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/pedal-plataforma-9-16-aluminio-bike-preto-mtb-bmx-promocao-959999166
101,22 nov,16:04,Corrente Fina Index Gts Bicicleta 7 Velocidades Index 116 Elos,25.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/corrente-fina-index-gts-bicicleta-7-velocidades-index-116-elos-959996491
102,22 nov,16:02,Alavanca Passador De Câmbio GTA 21v 7v Com Manetes Alumínio,80.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/alavanca-passador-de-cambio-gta-21v-7v-com-manetes-aluminio-959994936
103,22 nov,15:59,Bicicleta Aro 29 Scotland 21V Shimano Freio Trava Suspensão,2499.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-shimano-freio-trava-suspensao-959992235
104,22 nov,15:46,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco Verde,1799.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-verde-959986391
105,22 nov,15:45,Bicicleta Aro 29 Feminina Scotland 21 Vel Câmbios Shimano Rosa,1798.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-feminina-scotland-21-vel-cambios-shimano-rosa-959985146
106,22 nov,15:27,Bicicleta South Aro 29 Freio a Disco 21V Cambio Shimano,1349.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-south-aro-29-freio-a-disco-21v-cambio-shimano-959978494
107,22 nov,15:24,Bicicleta Aro 29 Absolute Wild 18V 11/40D 2x9V Freio a Disco Hidráulico,2599.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-absolute-wild-18v-11-40d-2x9v-freio-a-disco-hidraulico-959976638
108,22 nov,15:18,Bicicleta Aro 29 GTS Ride 21V Freio a Disco Suspenção / Quadro 21.,1498.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-gts-ride-21v-freio-a-disco-suspencao-quadro-21-959972316
109,21 nov,20:31,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco +  Brinde,1799.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-brinde-933052845
110,21 nov,16:01,Gps Ciclocomputador Bike Igpsport IGS10s Bluetooth Strava,215.0,Curitiba, Cidade Industrial - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/gps-ciclocomputador-bike-igpsport-igs10s-bluetooth-strava-951843781
111,20 nov,22:37,Suporte bicicleta Altmayer (bicicletário),50.0,Curitiba, Vila Izabel - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suporte-bicicleta-altmayer-bicicletario-959432539
0,3 dez,19:24,FIXA 8BIKE DOURADA ,1850.0,Balneário Camboriú, Barra - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/fixa-8bike-dourada-964943458
0,4 dez,11:11,Bicicleta Caloi Ceci ,750.0,São José, Campinas - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bicicleta-caloi-ceci-965110039
1,16 nov,15:10,Vendo ,2100.0,Joinville, Pirabeiraba (Pirabeiraba) - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-957485937
2,,,,,,,
3,,,,,,,
4,13 nov,22:01,Bike Schwinn 70's,3500.0,Florianópolis, Pantanal - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-schwinn-70-s-948325340
5,11 nov,07:43,Bicicleta Caloi Ceci ,890.0,São José, Kobrasol - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bicicleta-caloi-ceci-955477208
6,,,,,,,
0,Hoje,10:41,Quadro miyamura Low + Garfo vicinitech,950.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/quadro-miyamura-low-garfo-vicinitech-965630649
1,Ontem,21:01,Venda de speed Vicinitech ,2300.0,Joinville, Aventureiro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/venda-de-speed-vicinitech-957150314
2,,,,,,,
3,,,,,,,
4,Ontem,10:34,Speed Vicini (Road bike),3000.0,Florianópolis, Ponta das Canas - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/speed-vicini-road-bike-965349679
5,2 dez,22:52,Road Bike Speed Vicinitech Space II PRO,4700.0,Turvo - DDD 48, ,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/road-bike-speed-vicinitech-space-ii-pro-964599077
6,29 nov,11:58,Bike Vicinitech 1x11 XT top,2990.0,Brusque, Nova Brasília - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-vicinitech-1x11-xt-top-960341191
7,,,,,,,
8,22 nov,23:19,FIXA VICINITECH IMPECAVEL,1700.0,Balneário Camboriú, Ariribá - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/fixa-vicinitech-impecavel-960172757
9,22 nov,22:02,Vicinitech Roubaix 2 Speed,3890.0,São José, Bela Vista - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/vicinitech-roubaix-2-speed-960153376
10,21 nov,21:31,Vendo bike giant!!!  *,2500.0,Brusque, Jardim Maluche - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-bike-giant-927730309
11,18 nov,21:31,Vicinitech pro roubaix tamanho 52.,3400.0,Joinville, Guanabara - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vicinitech-pro-roubaix-tamanho-52-943541004
12,10 nov,18:31,Bike cannondale cad 8 TAM 56,7000.0,Maravilha - DDD 49, ,https://sc.olx.com.br/oeste-de-santa-catarina/ciclismo/bike-cannondale-cad-8-tam-56-955270861
13,,,,,,,
14,8 nov,18:01,Vendo vicinitech fixa,2500.0,Balneário Camboriú, Nações - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-vicinitech-fixa-934316723
0,30 nov,18:18,Bicicleta Fixa Tetrápode ,1300.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bicicleta-fixa-tetrapode-963445049
1,23 nov,22:31,Quadro de bike Fixa,550.0,Itajaí, São Vicente - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/quadro-de-bike-fixa-952281564
2,,,,,,,
3,,,,,,,
0,19 nov,10:45,BICICLETA FIXA ,1000.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bicicleta-fixa-958798715
0,29 nov,11:21,Avanço Cinelli ,380.0,Ilhota - DDD 47, ,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/avanco-cinelli-962696749
1,24 nov,08:29,Fuji track pro 2006 bike fixa Tam 56,3000.0,Florianópolis, Pântano do Sul - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/fuji-track-pro-2006-bike-fixa-tam-56-960757307
2,,,,,,,
3,,,,,,,
0,Hoje,13:22,Gios FRX HI ,2800.0,Joaçaba - DDD 49, ,https://sc.olx.com.br/oeste-de-santa-catarina/ciclismo/gios-frx-hi-965707985
1,Hoje,13:00,Gios FRX HI ,2800.0,Joaçaba - DDD 49, ,https://sc.olx.com.br/oeste-de-santa-catarina/ciclismo/gios-frx-hi-965693397
2,,,,,,,
3,,,,,,,
4,Hoje,07:44,Viking x tuff 25,1300.0,Joinville, Vila Nova - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/viking-x-tuff-25-965569740
5,Ontem,18:01,Vendo ou troco hupi naja (leia a descrição),2000.0,Brusque, Azambuja - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-ou-troco-hupi-naja-leia-a-descricao-959105341
6,Ontem,01:59,Bike Fixa/Single speed,2200.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-single-speed-965292567
7,,,,,,,
8,Ontem,01:47,Pedal Powertap P1S Single - Power Meter,2700.0,Florianópolis, Centro - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/pedal-powertap-p1s-single-power-meter-965291148
9,3 dez,19:06,Vendo bike speed,2500.0,Criciúma, Centro - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/vendo-bike-speed-964936052
10,3 dez,18:36,Patinete Foston S10 Ultra - Novo lacrado na caixa,4800.0,Jaraguá do Sul, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/patinete-foston-s10-ultra-novo-lacrado-na-caixa-964926751
11,2 dez,18:01,Absolute Wild 12 velocidades,3289.0,Brusque, Guarani - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/absolute-wild-12-velocidades-920892826
12,2 dez,18:00,Absolute Wild 12 velocidades ,3289.0,Brusque, Guarani - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/absolute-wild-12-velocidades-920532256
13,,,,,,,
14,1 dez,12:11,Bicicleta HUPI NAJA aro 26,3800.0,Blumenau, Vila Itoupava - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bicicleta-hupi-naja-aro-26-963784334
15,1 dez,07:35,Soul 329 2021 quadro tamanho 19,5800.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/soul-329-2021-quadro-tamanho-19-963657550
16,30 nov,15:53,Vendo gios frx ,2000.0,São José, Serraria - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/vendo-gios-frx-963368185
17,29 nov,17:29,Bike Caloi Aro 24,400.0,Jaraguá do Sul, Czerniewicz - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-caloi-aro-24-962907370
18,29 nov,14:00,Patinete Elétrico Foston S10 Ultra 2021 NOVO amortecedor ,5300.0,Joinville, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/patinete-eletrico-foston-s10-ultra-2021-novo-amortecedor-962771951
19,28 nov,14:32,Caloi City Tour Aro 700 27v Quadro 17,2350.0,Florianópolis, Campeche - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/caloi-city-tour-aro-700-27v-quadro-17-945226927
20,27 nov,18:31,Coroa 36t oval até 11v BCD 104/96,119.0,Porto Belo - DDD 47, ,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/coroa-36t-oval-ate-11v-bcd-104-96-953917106
21,27 nov,00:05,Patinete Foston S10 ultra NOVO AMORTECEDOR ,5300.0,Joinville, Glória - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/patinete-foston-s10-ultra-novo-amortecedor-962043119
22,23 nov,22:31,Quadro de bike Fixa,550.0,Itajaí, São Vicente - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/quadro-de-bike-fixa-952281564
23,23 nov,20:31,Bike single/fixa,1200.0,Jaraguá do Sul, Três Rios do Sul - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-single-fixa-952108754
24,23 nov,14:09,Peças de Bicicleta Bike MTB Suspensão Cubo Pneu Banco Canote Mesa PDV Guidão,100.0,Bombinhas - DDD 47, ,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/pecas-de-bicicleta-bike-mtb-suspensao-cubo-pneu-banco-canote-mesa-pdv-guidao-960414179
25,23 nov,12:07,Caloi 10 (single),900.0,São José, Potecas - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/caloi-10-single-960348912
26,,,,,,,
27,22 nov,00:04,Patinete Elétrico Foston S10 Ultra,4800.0,Joinville, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/patinete-eletrico-foston-s10-ultra-959710699
28,20 nov,18:25,Patinete Eletrico Foston Fs-S10 10 Ultra,4999.0,Jaraguá do Sul, Jaraguá Esquerdo - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/patinete-eletrico-foston-fs-s10-10-ultra-959381487
29,15 nov,12:31,Pedivela bike truvativ touro singe speed,280.0,Blumenau, Água Verde - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/pedivela-bike-truvativ-touro-singe-speed-949293775
30,9 nov,16:29,Bike de dh,0.0,São José, Forquilhas - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-de-dh-954742354
31,9 nov,14:00,Bicicleta Single/Fixa Cypress da Riva Cycles,3600.0,Florianópolis, Rio Tavares - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bicicleta-single-fixa-cypress-da-riva-cycles-954619673
32,5 nov,17:33,bicicleta sense impact carbon evo ,24990.0,Florianópolis, Capoeiras - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bicicleta-sense-impact-carbon-evo-953198255
0,Hoje,16:18,Bike fixa ,1800.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-965794978
1,Hoje,06:49,Trans-bike Suporte Bike Teto - Calha Bike Kiussi Lorena Cor Prata ,575.0,Joinville, Floresta - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/trans-bike-suporte-bike-teto-calha-bike-kiussi-lorena-cor-prata-965560906
2,,,,,,,
3,,,,,,,
4,Hoje,06:43,Bike Criança para  Reboque Caroninha aro 20 Altmayer Novo na caixa,995.0,Joinville, Floresta - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-crianca-para-reboque-caroninha-aro-20-altmayer-novo-na-caixa-965560388
5,Ontem,22:31,Bicicleta Aro 29 Alfameq Pandora,1200.0,Blumenau, Passo Manso - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bicicleta-aro-29-alfameq-pandora-960625147
6,Ontem,19:01,"Bike  aro 20  Para Criança acima de 3 Anos,Reboque Caroninha Altmayer Novo na caixa. ",995.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-aro-20-para-crianca-acima-de-3-anos-reboque-caroninha-altmayer-novo-na-caixa-959460704
7,,,,,,,
8,Ontem,18:01,Suporte de parede para até 2 bicicletas dobrável,150.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/suporte-de-parede-para-ate-2-bicicletas-dobravel-960555097
9,Ontem,16:01,Bagageiro Bike aro 26 a 29 Flex Marca  Kalf Garupa Traseiro Novo.,115.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bagageiro-bike-aro-26-a-29-flex-marca-kalf-garupa-traseiro-novo-957738480
10,Ontem,14:26,Suporte para bike carro ,50.0,Florianópolis, Canto - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/suporte-para-bike-carro-965412034
11,Ontem,01:59,Bike Fixa/Single speed,2200.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-single-speed-965292567
12,4 dez,21:00,BIKE RETRO GTS ,825.0,Florianópolis, Pantanal - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-retro-gts-965270851
13,,,,,,,
14,4 dez,20:01,TransCar Para Estepe Leva 3 Bicicletas Modelo Com Presilhas Borrachas  NOVO. Despachamos,220.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/transcar-para-estepe-leva-3-bicicletas-modelo-com-presilhas-borrachas-novo-despachamos-958192847
15,4 dez,19:01,Bike fixa linda !!,1600.0,Balneário Camboriú, Estados - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-linda-963081156
16,4 dez,16:03,Vendo bicicletario 5 bikes,100.0,Blumenau, Itoupava Norte - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-bicicletario-5-bikes-965200127
17,4 dez,09:55,Coroa alumínio bike fixa  BCD 48T 144 ,168.0,Florianópolis, São João do Rio Vermelho - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/coroa-aluminio-bike-fixa-bcd-48t-144-965079461
18,3 dez,19:06,Vendo bike speed,2500.0,Criciúma, Centro - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/vendo-bike-speed-964936052
19,3 dez,12:12,((produtos novos)) Porta-bike/ exercicle/ rolo para treino ou exercício.,150.0,São José, Roçado - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/produtos-novos-porta-bike-exercicle-rolo-para-treino-ou-exercicio-964763215
20,1 dez,15:08,Speed - Fixa ,500.0,Joinville, Saguaçu - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/speed-fixa-963884249
21,30 nov,18:18,Bicicleta Fixa Tetrápode ,1300.0,Balneário Camboriú, Centro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bicicleta-fixa-tetrapode-963445049
22,30 nov,12:36,Bike fixa ,1000.0,Florianópolis, Trindade - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-fixa-963271764
23,30 nov,05:50,Rolo de treino para bike,150.0,São José, Kobrasol - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/rolo-de-treino-para-bike-963084753
24,29 nov,16:31,Simplesmente toda original impecável. ,1000.0,Camboriú - DDD 47, ,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/simplesmente-toda-original-impecavel-943057087
25,28 nov,17:01,Desapego Bicicleta Fixa ,1350.0,Florianópolis, Lagoa da Conceição - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/desapego-bicicleta-fixa-942679510
26,,,,,,,
27,28 nov,16:50,"Quadro tamanho 17 mais par de roda 27,5",1000.0,Joinville, Costa e Silva - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/quadro-tamanho-17-mais-par-de-roda-27-5-962490525
28,27 nov,16:31,Transbike  para 2 bicicletas Aro 29 Produto de Alta Qualidade. NOVO. ,380.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/transbike-para-2-bicicletas-aro-29-produto-de-alta-qualidade-novo-953796323
29,26 nov,21:03,vendo bike fixa,550.0,Balneário Camboriú, Municípios - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/vendo-bike-fixa-962011016
30,26 nov,15:33,Mountain bike GTS - M1  ,950.0,Florianópolis, Capoeiras - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/mountain-bike-gts-m1-961898904
31,25 nov,10:48,((produtos novos)) Suporte bike/ Porta-bike/ Bicicletário de chão para 1 bike.,55.0,São José, Roçado - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/produtos-novos-suporte-bike-porta-bike-bicicletario-de-chao-para-1-bike-961302521
32,24 nov,16:41,Bike Fixa Night Riders,1300.0,Blumenau, Garcia - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-night-riders-961009375
33,24 nov,08:29,Fuji track pro 2006 bike fixa Tam 56,3000.0,Florianópolis, Pântano do Sul - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/fuji-track-pro-2006-bike-fixa-tam-56-960757307
34,23 nov,22:31,Quadro de bike Fixa,550.0,Itajaí, São Vicente - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/quadro-de-bike-fixa-952281564
35,23 nov,20:31,Bike single/fixa,1200.0,Jaraguá do Sul, Três Rios do Sul - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-single-fixa-952108754
36,23 nov,10:58,Pneus Kenda 700X25 - speed/fixa/road,30.0,Florianópolis, Coqueiros - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/pneus-kenda-700x25-speed-fixa-road-960309089
37,,,,,,,
38,22 nov,11:17,BIKE BARRA FORTE TOP,300.0,Florianópolis, Campeche - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-barra-forte-top-959830255
39,22 nov,07:48,Bike fixa ,1350.0,Florianópolis, Carvoeira - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bike-fixa-959742215
40,21 nov,21:31,Transporta  Bike estepe idea doblo adventure  universal para 3 Bikes. Novo.,245.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/transporta-bike-estepe-idea-doblo-adventure-universal-para-3-bikes-novo-951312782
41,20 nov,19:03,Suporte para bike,120.0,São José, Bela Vista - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/suporte-para-bike-959390013
42,18 nov,20:01,Bolsa De Selim 100 Btwin Ciclismo Bike Pedal Preta Reflexiva Porta Acessórios,59.0,Florianópolis, Centro - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/bolsa-de-selim-100-btwin-ciclismo-bike-pedal-preta-reflexiva-porta-acessorios-950476785
43,18 nov,19:31,Spray Lubrificante Desengripante Bike Bicicletas 300ml Mg,29.0,Florianópolis, Centro - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/spray-lubrificante-desengripante-bike-bicicletas-300ml-mg-950495399
44,17 nov,10:40,Bike Fixa Airwalk,1200.0,Balneário Camboriú, Praia do Estaleiro - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-airwalk-957820316
45,17 nov,09:40,Suporte bike/ Porta-bike/  Bicicletário em ?L?  p/1 bike. ((produtos novos)). ,65.0,São José, Roçado - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/suporte-bike-porta-bike-bicicletario-em-l-p-1-bike-produtos-novos-957788942
46,17 nov,09:04,Porta-bike/ exercicle/ rolo para treino ou exercício. ((produtos novos)) ,150.0,São José, Roçado - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/porta-bike-exercicle-rolo-para-treino-ou-exercicio-produtos-novos-957776301
47,16 nov,19:43,Selim Prologó Nago X10 Nack Carbono,770.0,Criciúma, Pio Corrêa - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/selim-prologo-nago-x10-nack-carbono-957610690
48,16 nov,17:54,Mtb Merida Carbon Tam Xl,11950.0,Criciúma, Pio Corrêa - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/mtb-merida-carbon-tam-xl-957564768
49,16 nov,16:40,Lanterna Bike Sinalizador recarregável. 4 tipos de iluminação. ,30.0,São José, Areias - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/lanterna-bike-sinalizador-recarregavel-4-tipos-de-iluminacao-880899926
50,16 nov,16:16,Selim Scott Syncros Xr 2.0,379.0,Criciúma, Pio Corrêa - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/selim-scott-syncros-xr-2-0-957521757
51,16 nov,13:25,Mini e-bike Fixa Mormaii,6500.0,Itajaí, Fazendinha - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/mini-e-bike-fixa-mormaii-957419322
52,15 nov,21:31,Gps Bike Igpsport Igs10 Bt/ant+ Strava,250.0,Tubarão, Santo Antônio de Pádua - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/gps-bike-igpsport-igs10-bt-ant-strava-948951133
53,15 nov,12:31,Pedivela bike truvativ touro singe speed,280.0,Blumenau, Água Verde - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/pedivela-bike-truvativ-touro-singe-speed-949293775
54,12 nov,08:18,Cadeirinha bike,200.0,Joinville, Parque Guarani - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/cadeirinha-bike-955954408
55,9 nov,18:02,Transbike/ Porta Bike para o Rack,135.0,Palhoça, Barra do Aririú - DDD 48,https://sc.olx.com.br/florianopolis-e-regiao/ciclismo/transbike-porta-bike-para-o-rack-954778435
56,8 nov,22:47,Bike fixa rafbikes com baú  cadeado e bomba de ar ,2000.0,Joinville, Espinheiros - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-rafbikes-com-bau-cadeado-e-bomba-de-ar-954377550
57,8 nov,09:57,Sapatilha Shimano Me1 Sh-me100 Preta Tam. 41 BR + Pedal M520 + Taco,800.0,Joinville, Boehmerwald - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/sapatilha-shimano-me1-sh-me100-preta-tam-41-br-pedal-m520-taco-914148487
58,,,,,,,
59,,,,,,,
60,7 nov,12:25,Bagageiro Bicicleta Kalf Garupa Traseiro Aro 26 a 29 Flex,115.0,Joinville, Floresta - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bagageiro-bicicleta-kalf-garupa-traseiro-aro-26-a-29-flex-953775168
61,6 nov,15:58,Bike fixa Caloi ,1000.0,Joinville, Anita Garibaldi - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/bike-fixa-caloi-953573835
62,5 nov,21:31,Cadeirinha para bicicleta baby bike kalf,100.0,Gaspar, Gaspar Grande - DDD 47,https://sc.olx.com.br/norte-de-santa-catarina/ciclismo/cadeirinha-para-bicicleta-baby-bike-kalf-933274274
63,,,,,,,
